TimeGenerated,IoC,IoC_Type,Tags,Threat_Type,Status,itype
2023-03-07T17:31:09.231Z,24.117.237.157,ip,"[""39778"", ""#qakbot"", ""#Qakbot"", ""#qbot"", ""[IR-2][PIR-1]"", ""executemalware"", ""https://twitter.com/executemalware/status/1633957543365038080"", ""https://twitter.com/executemalware/status/1634304669714456580"", ""https://twitter.com/pr0xylife/status/1633157597745360897"", ""https://twitter.com/pr0xylife/status/1633820176733945856"", ""https://twitter.com/pr0xylife/status/1633821193391288320"", ""https://twitter.com/pr0xylife/status/1635272138323288067"", ""Pinkslipbot"", ""pr0xylife"", ""Qbot"", ""QuackBot"", ""soc-39778""]",phish,active,phish_ip
2023-03-07T17:31:09.204Z,98.187.21.2,ip,"[""39778"", ""#qakbot"", ""[IR-2][PIR-1]"", ""https://twitter.com/pr0xylife/status/1633157597745360897"", ""Pinkslipbot"", ""pr0xylife"", ""Qbot"", ""QuackBot"", ""soc-39778""]",phish,active,phish_ip
2023-03-07T17:31:09.127Z,73.215.22.78,ip,"[""39778"", ""#qakbot"", ""[IR-2][PIR-1]"", ""https://twitter.com/pr0xylife/status/1633157597745360897"", ""Pinkslipbot"", ""pr0xylife"", ""Qbot"", ""QuackBot"", ""soc-39778""]",phish,active,phish_ip
2023-03-07T17:31:09.051Z,81.158.112.20,ip,"[""39778"", ""#qakbot"", ""[IR-2][PIR-1]"", ""https://twitter.com/pr0xylife/status/1633157597745360897"", ""https://twitter.com/pr0xylife/status/1635272138323288067"", ""Pinkslipbot"", ""pr0xylife"", ""Qbot"", ""QuackBot"", ""soc-39778""]",phish,active,phish_ip
2023-03-07T10:13:02.606Z,31.167.215.175,ip,"[""Version-QAKBOT""]",c2,active,c2_ip
2023-03-07T07:13:00.273Z,217.165.230.100,ip,"[""Version-QAKBOT""]",c2,active,c2_ip
2023-03-07T04:07:59.000Z,180.158.186.175,ip,"[""Version-QAKBOT""]",c2,active,c2_ip
2023-03-07T04:07:58.968Z,171.97.42.222,ip,"[""Version-QAKBOT""]",c2,active,c2_ip
2023-03-06T23:23:51.841Z,137.184.8.182,ip,"[""39778"", ""#qakbot"", ""#qbot"", ""[IR-2][PIR-1]"", ""executemalware"", ""https://twitter.com/executemalware/status/1632880739124408321"", ""Pinkslipbot"", ""Qbot"", ""QuackBot"", ""soc-39778""]",phish,active,phish_ip
2023-03-06T23:23:51.576Z,138.197.208.176,ip,"[""39778"", ""#qakbot"", ""#qbot"", ""[IR-2][PIR-1]"", ""executemalware"", ""https://twitter.com/executemalware/status/1632880739124408321"", ""Pinkslipbot"", ""Qbot"", ""QuackBot"", ""soc-39778""]",phish,active,phish_ip
2023-03-06T23:23:51.185Z,157.230.128.40,ip,"[""39778"", ""#qakbot"", ""#qbot"", ""[IR-2][PIR-1]"", ""executemalware"", ""https://twitter.com/executemalware/status/1632880739124408321"", ""Pinkslipbot"", ""Qbot"", ""QuackBot"", ""soc-39778""]",phish,active,phish_ip
2023-03-06T23:23:33.498Z,80.1.152.201,ip,"[""hostname:cpc99568-brnt1-2-0-cust200.4-2.cable.virginm.net"", ""malware:QakBot"", ""port:443""]",c2,active,c2_ip
2023-03-06T23:23:33.427Z,109.149.148.242,ip,"[""hostname:host109-149-148-242.range109-149.btcentralplus.com"", ""malware:QakBot"", ""port:2222""]",c2,active,c2_ip
2023-03-06T23:23:33.410Z,86.99.51.33,ip,"[""hostname:bba-86-99-51-33.alshamil.net.ae"", ""malware:QakBot"", ""port:2222""]",c2,active,c2_ip
2023-03-06T23:23:33.392Z,41.62.129.151,ip,"[""hostname:null"", ""malware:QakBot"", ""port:443""]",c2,active,c2_ip
2023-03-06T23:23:33.376Z,87.223.81.32,ip,"[""hostname:32.81.223.87.dynamic.jazztel.es"", ""malware:QakBot"", ""port:443""]",c2,active,c2_ip
2023-03-06T23:23:33.353Z,102.46.73.102,ip,"[""hostname:host-102.46.73.102.tedata.net"", ""malware:QakBot"", ""port:995""]",c2,active,c2_ip
2023-03-06T23:23:33.335Z,64.237.221.254,ip,"[""hostname:adsl-64-237-221-254.prtc.net"", ""malware:QakBot"", ""port:443""]",c2,active,c2_ip
2023-03-06T23:23:33.313Z,83.7.52.249,ip,"[""hostname:abfo249.neoplus.adsl.tpnet.pl"", ""malware:QakBot"", ""port:443""]",c2,active,c2_ip
2023-03-06T21:57:54.962Z,80.1.152.201,ip,"[""Version-QAKBOT""]",c2,active,c2_ip
2023-03-06T16:18:54.201Z,83.7.52.249,ip,"[""None"", ""Oakboat"", ""Pinkslipbot"", ""port:443"", ""pr0xylife"", ""QakBot"", ""Qbot"", ""Quakbot"", ""Threatfox"", ""win.qakbot""]",c2,active,c2_ip
2023-03-06T16:18:54.156Z,102.46.73.102,ip,"[""None"", ""Oakboat"", ""Pinkslipbot"", ""port:995"", ""pr0xylife"", ""QakBot"", ""Qbot"", ""Quakbot"", ""Threatfox"", ""win.qakbot""]",c2,active,c2_ip
2023-03-06T16:18:54.126Z,105.186.229.25,ip,"[""None"", ""Oakboat"", ""Pinkslipbot"", ""port:995"", ""pr0xylife"", ""QakBot"", ""Qbot"", ""Quakbot"", ""Threatfox"", ""win.qakbot""]",c2,active,c2_ip
2023-03-06T16:18:54.102Z,176.205.188.253,ip,"[""None"", ""Oakboat"", ""Pinkslipbot"", ""port:2222"", ""pr0xylife"", ""QakBot"", ""Qbot"", ""Quakbot"", ""Threatfox"", ""win.qakbot""]",c2,active,c2_ip
2023-03-06T16:18:54.080Z,180.158.186.175,ip,"[""None"", ""Oakboat"", ""Pinkslipbot"", ""port:995"", ""pr0xylife"", ""QakBot"", ""Qbot"", ""Quakbot"", ""Threatfox"", ""win.qakbot""]",c2,active,c2_ip
2023-03-06T16:18:54.056Z,64.237.221.254,ip,"[""None"", ""Oakboat"", ""Pinkslipbot"", ""port:443"", ""pr0xylife"", ""QakBot"", ""Qbot"", ""Quakbot"", ""Threatfox"", ""win.qakbot""]",c2,active,c2_ip
2023-03-06T16:18:54.033Z,160.176.143.232,ip,"[""None"", ""Oakboat"", ""Pinkslipbot"", ""port:443"", ""pr0xylife"", ""QakBot"", ""Qbot"", ""Quakbot"", ""Threatfox"", ""win.qakbot""]",c2,active,c2_ip
2023-03-06T16:18:54.009Z,86.98.212.69,ip,"[""None"", ""Oakboat"", ""Pinkslipbot"", ""port:443"", ""pr0xylife"", ""QakBot"", ""Qbot"", ""Quakbot"", ""Threatfox"", ""win.qakbot""]",c2,active,c2_ip
2023-03-06T16:18:53.985Z,217.165.230.100,ip,"[""None"", ""Oakboat"", ""Pinkslipbot"", ""port:2222"", ""pr0xylife"", ""QakBot"", ""Qbot"", ""Quakbot"", ""Threatfox"", ""win.qakbot""]",c2,active,c2_ip
2023-03-06T16:18:53.961Z,202.187.239.34,ip,"[""None"", ""Oakboat"", ""Pinkslipbot"", ""port:995"", ""pr0xylife"", ""QakBot"", ""Qbot"", ""Quakbot"", ""Threatfox"", ""win.qakbot""]",c2,active,c2_ip
2023-03-06T16:18:53.939Z,109.149.148.242,ip,"[""None"", ""Oakboat"", ""Pinkslipbot"", ""port:2222"", ""pr0xylife"", ""QakBot"", ""Qbot"", ""Quakbot"", ""Threatfox"", ""win.qakbot""]",c2,active,c2_ip
2023-03-06T16:18:53.913Z,116.74.164.150,ip,"[""None"", ""Oakboat"", ""Pinkslipbot"", ""port:443"", ""pr0xylife"", ""QakBot"", ""Qbot"", ""Quakbot"", ""Threatfox"", ""win.qakbot""]",c2,active,c2_ip
2023-03-06T16:18:53.886Z,87.223.81.32,ip,"[""None"", ""Oakboat"", ""Pinkslipbot"", ""port:443"", ""pr0xylife"", ""QakBot"", ""Qbot"", ""Quakbot"", ""Threatfox"", ""win.qakbot""]",c2,active,c2_ip
2023-03-06T16:18:53.862Z,31.167.215.175,ip,"[""None"", ""Oakboat"", ""Pinkslipbot"", ""port:995"", ""pr0xylife"", ""QakBot"", ""Qbot"", ""Quakbot"", ""Threatfox"", ""win.qakbot""]",c2,active,c2_ip
2023-03-06T16:18:53.837Z,80.1.152.201,ip,"[""None"", ""Oakboat"", ""Pinkslipbot"", ""port:443"", ""pr0xylife"", ""QakBot"", ""Qbot"", ""Quakbot"", ""Threatfox"", ""win.qakbot""]",c2,active,c2_ip
2023-03-06T16:18:53.812Z,86.99.51.33,ip,"[""None"", ""Oakboat"", ""Pinkslipbot"", ""port:2222"", ""pr0xylife"", ""QakBot"", ""Qbot"", ""Quakbot"", ""Threatfox"", ""win.qakbot""]",c2,active,c2_ip
2023-03-06T16:18:53.787Z,171.97.42.222,ip,"[""None"", ""Oakboat"", ""Pinkslipbot"", ""port:443"", ""pr0xylife"", ""QakBot"", ""Qbot"", ""Quakbot"", ""Threatfox"", ""win.qakbot""]",c2,active,c2_ip
2023-03-06T16:18:53.762Z,37.186.55.152,ip,"[""None"", ""Oakboat"", ""Pinkslipbot"", ""port:2222"", ""pr0xylife"", ""QakBot"", ""Qbot"", ""Quakbot"", ""Threatfox"", ""win.qakbot""]",c2,active,c2_ip
2023-03-06T16:18:53.737Z,41.62.129.151,ip,"[""None"", ""Oakboat"", ""Pinkslipbot"", ""port:443"", ""pr0xylife"", ""QakBot"", ""Qbot"", ""Quakbot"", ""Threatfox"", ""win.qakbot""]",c2,active,c2_ip
2023-03-06T16:18:53.688Z,82.212.119.175,ip,"[""None"", ""Oakboat"", ""Pinkslipbot"", ""port:443"", ""pr0xylife"", ""QakBot"", ""Qbot"", ""Quakbot"", ""Threatfox"", ""win.qakbot""]",c2,active,c2_ip
2023-03-06T15:53:29.030Z,176.205.188.253,ip,"[""39778"", ""#qakbot"", ""#qbot"", ""[IR-2][PIR-1]"", ""executemalware"", ""https://twitter.com/executemalware/status/1632880739124408321"", ""https://twitter.com/pr0xylife/status/1632770182694281219"", ""Pinkslipbot"", ""pr0xylife"", ""Qbot"", ""QuackBot"", ""soc-39778""]",phish,active,phish_ip
2023-03-06T15:53:28.990Z,31.167.215.175,ip,"[""39778"", ""#qakbot"", ""#qbot"", ""[IR-2][PIR-1]"", ""executemalware"", ""https://twitter.com/executemalware/status/1632880739124408321"", ""https://twitter.com/pr0xylife/status/1632770182694281219"", ""https://twitter.com/pr0xylife/status/1633157597745360897"", ""Pinkslipbot"", ""pr0xylife"", ""Qbot"", ""QuackBot"", ""soc-39778""]",phish,active,phish_ip
2023-03-06T15:53:28.554Z,37.186.55.152,ip,"[""39778"", ""#qakbot"", ""#qbot"", ""[IR-2][PIR-1]"", ""executemalware"", ""https://twitter.com/executemalware/status/1632880739124408321"", ""https://twitter.com/pr0xylife/status/1632770182694281219"", ""Pinkslipbot"", ""pr0xylife"", ""Qbot"", ""QuackBot"", ""soc-39778""]",phish,active,phish_ip
2023-03-06T15:53:28.472Z,41.62.129.151,ip,"[""39778"", ""#qakbot"", ""#qbot"", ""[IR-2][PIR-1]"", ""executemalware"", ""https://twitter.com/executemalware/status/1632880739124408321"", ""https://twitter.com/pr0xylife/status/1632770182694281219"", ""Pinkslipbot"", ""pr0xylife"", ""Qbot"", ""QuackBot"", ""soc-39778""]",phish,active,phish_ip
2023-03-06T15:53:28.415Z,83.7.52.249,ip,"[""39778"", ""#qakbot"", ""#qbot"", ""[IR-2][PIR-1]"", ""executemalware"", ""https://twitter.com/executemalware/status/1632880739124408321"", ""https://twitter.com/pr0xylife/status/1632770182694281219"", ""Pinkslipbot"", ""pr0xylife"", ""Qbot"", ""QuackBot"", ""soc-39778""]",phish,active,phish_ip
2023-03-06T15:53:28.381Z,180.158.186.175,ip,"[""39778"", ""#qakbot"", ""#qbot"", ""[IR-2][PIR-1]"", ""executemalware"", ""https://twitter.com/executemalware/status/1632880739124408321"", ""https://twitter.com/pr0xylife/status/1632770182694281219"", ""Pinkslipbot"", ""pr0xylife"", ""Qbot"", ""QuackBot"", ""soc-39778""]",phish,active,phish_ip
2023-03-06T15:53:28.346Z,82.212.119.175,ip,"[""39778"", ""#qakbot"", ""#qbot"", ""[IR-2][PIR-1]"", ""executemalware"", ""https://twitter.com/executemalware/status/1632880739124408321"", ""https://twitter.com/pr0xylife/status/1632770182694281219"", ""Pinkslipbot"", ""pr0xylife"", ""Qbot"", ""QuackBot"", ""soc-39778""]",phish,active,phish_ip
2023-03-06T15:53:28.189Z,143.198.98.187,ip,"[""39778"", ""#qakbot"", ""#qbot"", ""[IR-2][PIR-1]"", ""executemalware"", ""https://twitter.com/executemalware/status/1632880739124408321"", ""https://twitter.com/pr0xylife/status/1632770182694281219"", ""Pinkslipbot"", ""pr0xylife"", ""Qbot"", ""QuackBot"", ""soc-39778""]",phish,active,phish_ip
2023-03-06T15:53:28.154Z,134.209.216.163,ip,"[""39778"", ""#qakbot"", ""#qbot"", ""[IR-2][PIR-1]"", ""executemalware"", ""https://twitter.com/executemalware/status/1632880739124408321"", ""https://twitter.com/pr0xylife/status/1632770182694281219"", ""Pinkslipbot"", ""pr0xylife"", ""Qbot"", ""QuackBot"", ""soc-39778""]",phish,active,phish_ip
2023-03-06T15:53:28.119Z,116.74.164.150,ip,"[""39778"", ""#qakbot"", ""#qbot"", ""[IR-2][PIR-1]"", ""executemalware"", ""https://twitter.com/executemalware/status/1632880739124408321"", ""https://twitter.com/pr0xylife/status/1632770182694281219"", ""Pinkslipbot"", ""pr0xylife"", ""Qbot"", ""QuackBot"", ""soc-39778""]",phish,active,phish_ip
2023-03-06T15:53:28.101Z,161.35.58.146,ip,"[""39778"", ""#qakbot"", ""#qbot"", ""[IR-2][PIR-1]"", ""executemalware"", ""https://twitter.com/executemalware/status/1632880739124408321"", ""https://twitter.com/pr0xylife/status/1632770182694281219"", ""Pinkslipbot"", ""pr0xylife"", ""Qbot"", ""QuackBot"", ""soc-39778""]",phish,active,phish_ip
2023-03-06T15:53:28.058Z,162.243.186.39,ip,"[""39778"", ""#qakbot"", ""#qbot"", ""[IR-2][PIR-1]"", ""executemalware"", ""https://twitter.com/executemalware/status/1632880739124408321"", ""https://twitter.com/pr0xylife/status/1632770182694281219"", ""Pinkslipbot"", ""pr0xylife"", ""Qbot"", ""QuackBot"", ""soc-39778""]",phish,active,phish_ip
2023-03-06T15:53:27.992Z,160.176.143.232,ip,"[""39778"", ""#qakbot"", ""#qbot"", ""[IR-2][PIR-1]"", ""executemalware"", ""https://twitter.com/executemalware/status/1632880739124408321"", ""https://twitter.com/pr0xylife/status/1632770182694281219"", ""Pinkslipbot"", ""pr0xylife"", ""Qbot"", ""QuackBot"", ""soc-39778""]",phish,active,phish_ip
2023-03-06T15:53:27.974Z,202.187.239.34,ip,"[""39778"", ""#qakbot"", ""#qbot"", ""[IR-2][PIR-1]"", ""executemalware"", ""https://twitter.com/executemalware/status/1632880739124408321"", ""https://twitter.com/pr0xylife/status/1632770182694281219"", ""Pinkslipbot"", ""pr0xylife"", ""Qbot"", ""QuackBot"", ""soc-39778""]",phish,active,phish_ip
2023-03-06T15:53:27.780Z,217.165.230.100,ip,"[""39778"", ""#qakbot"", ""#Qakbot"", ""#qbot"", ""[IR-2][PIR-1]"", ""executemalware"", ""https://twitter.com/executemalware/status/1632880739124408321"", ""https://twitter.com/executemalware/status/1633957543365038080"", ""https://twitter.com/executemalware/status/1634304669714456580"", ""https://twitter.com/pr0xylife/status/1632770182694281219"", ""https://twitter.com/pr0xylife/status/1633820176733945856"", ""https://twitter.com/pr0xylife/status/1633821193391288320"", ""Pinkslipbot"", ""pr0xylife"", ""Qbot"", ""QuackBot"", ""soc-39778""]",phish,active,phish_ip
2023-03-06T15:53:27.746Z,86.99.51.33,ip,"[""39778"", ""#qakbot"", ""#qbot"", ""[IR-2][PIR-1]"", ""executemalware"", ""https://twitter.com/executemalware/status/1632880739124408321"", ""https://twitter.com/pr0xylife/status/1632770182694281219"", ""Pinkslipbot"", ""pr0xylife"", ""Qbot"", ""QuackBot"", ""soc-39778""]",phish,active,phish_ip
2023-03-06T15:53:27.508Z,87.223.81.32,ip,"[""39778"", ""#qakbot"", ""#qbot"", ""[IR-2][PIR-1]"", ""executemalware"", ""https://twitter.com/executemalware/status/1632880739124408321"", ""https://twitter.com/pr0xylife/status/1632770182694281219"", ""Pinkslipbot"", ""pr0xylife"", ""Qbot"", ""QuackBot"", ""soc-39778""]",phish,active,phish_ip
2023-03-06T15:53:27.491Z,105.186.229.25,ip,"[""39778"", ""#qakbot"", ""#qbot"", ""[IR-2][PIR-1]"", ""executemalware"", ""https://twitter.com/executemalware/status/1632880739124408321"", ""https://twitter.com/pr0xylife/status/1632770182694281219"", ""Pinkslipbot"", ""pr0xylife"", ""Qbot"", ""QuackBot"", ""soc-39778""]",phish,active,phish_ip
2023-03-06T15:53:27.454Z,142.93.250.152,ip,"[""39778"", ""#qakbot"", ""#qbot"", ""[IR-2][PIR-1]"", ""executemalware"", ""https://twitter.com/executemalware/status/1632880739124408321"", ""https://twitter.com/pr0xylife/status/1632770182694281219"", ""Pinkslipbot"", ""pr0xylife"", ""Qbot"", ""QuackBot"", ""soc-39778""]",phish,active,phish_ip
2023-03-06T15:53:27.404Z,86.98.212.69,ip,"[""39778"", ""#qakbot"", ""#qbot"", ""[IR-2][PIR-1]"", ""executemalware"", ""https://twitter.com/executemalware/status/1632880739124408321"", ""https://twitter.com/pr0xylife/status/1632770182694281219"", ""Pinkslipbot"", ""pr0xylife"", ""Qbot"", ""QuackBot"", ""soc-39778""]",phish,active,phish_ip
2023-03-06T15:53:27.385Z,109.149.148.242,ip,"[""39778"", ""#qakbot"", ""#qbot"", ""[IR-2][PIR-1]"", ""executemalware"", ""https://twitter.com/executemalware/status/1632880739124408321"", ""https://twitter.com/pr0xylife/status/1632770182694281219"", ""https://twitter.com/pr0xylife/status/1633157597745360897"", ""Pinkslipbot"", ""pr0xylife"", ""Qbot"", ""QuackBot"", ""soc-39778""]",phish,active,phish_ip
2023-03-06T15:53:27.286Z,64.237.221.254,ip,"[""39778"", ""#qakbot"", ""#Qakbot"", ""#qbot"", ""[IR-2][PIR-1]"", ""executemalware"", ""https://twitter.com/executemalware/status/1632880739124408321"", ""https://twitter.com/executemalware/status/1633957543365038080"", ""https://twitter.com/executemalware/status/1634304669714456580"", ""https://twitter.com/pr0xylife/status/1632770182694281219"", ""https://twitter.com/pr0xylife/status/1633820176733945856"", ""https://twitter.com/pr0xylife/status/1633821193391288320"", ""Pinkslipbot"", ""pr0xylife"", ""Qbot"", ""QuackBot"", ""soc-39778""]",phish,active,phish_ip
2023-03-06T15:53:27.267Z,80.1.152.201,ip,"[""39778"", ""#qakbot"", ""#Qakbot"", ""#qbot"", ""[IR-2][PIR-1]"", ""executemalware"", ""https://twitter.com/executemalware/status/1632880739124408321"", ""https://twitter.com/executemalware/status/1633957543365038080"", ""https://twitter.com/executemalware/status/1634304669714456580"", ""https://twitter.com/pr0xylife/status/1632770182694281219"", ""https://twitter.com/pr0xylife/status/1633820176733945856"", ""https://twitter.com/pr0xylife/status/1633821193391288320"", ""Pinkslipbot"", ""pr0xylife"", ""Qbot"", ""QuackBot"", ""soc-39778""]",phish,active,phish_ip
2023-03-06T15:53:27.147Z,86.130.9.136,ip,"[""39778"", ""#qakbot"", ""#qbot"", ""[IR-2][PIR-1]"", ""executemalware"", ""https://twitter.com/executemalware/status/1632880739124408321"", ""https://twitter.com/pr0xylife/status/1632770182694281219"", ""https://twitter.com/pr0xylife/status/1633157597745360897"", ""https://twitter.com/pr0xylife/status/1635272138323288067"", ""Pinkslipbot"", ""pr0xylife"", ""Qbot"", ""QuackBot"", ""soc-39778""]",phish,active,phish_ip
2023-03-06T15:53:27.130Z,102.46.73.102,ip,"[""39778"", ""#qakbot"", ""#qbot"", ""[IR-2][PIR-1]"", ""executemalware"", ""https://twitter.com/executemalware/status/1632880739124408321"", ""https://twitter.com/pr0xylife/status/1632770182694281219"", ""Pinkslipbot"", ""pr0xylife"", ""Qbot"", ""QuackBot"", ""soc-39778""]",phish,active,phish_ip
2023-03-06T15:53:27.044Z,171.97.42.222,ip,"[""39778"", ""#qakbot"", ""#qbot"", ""[IR-2][PIR-1]"", ""executemalware"", ""https://twitter.com/executemalware/status/1632880739124408321"", ""https://twitter.com/pr0xylife/status/1632770182694281219"", ""Pinkslipbot"", ""pr0xylife"", ""Qbot"", ""QuackBot"", ""soc-39778""]",phish,active,phish_ip
2023-03-06T15:53:27.000Z,146.190.116.245,ip,"[""39778"", ""#qakbot"", ""#qbot"", ""[IR-2][PIR-1]"", ""executemalware"", ""https://twitter.com/executemalware/status/1632880739124408321"", ""https://twitter.com/pr0xylife/status/1632770182694281219"", ""Pinkslipbot"", ""pr0xylife"", ""Qbot"", ""QuackBot"", ""soc-39778""]",phish,active,phish_ip
2023-03-06T15:47:51.142Z,83.7.52.249,ip,"[""Version-QAKBOT""]",c2,active,c2_ip
2023-03-06T15:47:51.124Z,64.237.221.254,ip,"[""Version-QAKBOT""]",c2,active,c2_ip
2023-03-06T15:47:51.106Z,102.46.73.102,ip,"[""Version-QAKBOT""]",c2,active,c2_ip
2023-03-06T15:47:51.087Z,87.223.81.32,ip,"[""Version-QAKBOT""]",c2,active,c2_ip
2023-03-06T15:47:51.068Z,41.62.129.151,ip,"[""Version-QAKBOT""]",c2,active,c2_ip
2023-03-06T15:47:51.049Z,86.99.51.33,ip,"[""Version-QAKBOT""]",c2,active,c2_ip
2023-03-06T15:47:51.025Z,109.149.148.242,ip,"[""Version-QAKBOT""]",c2,active,c2_ip
2023-03-03T23:36:51.539Z,45.243.201.24,ip,"[""hostname:null"", ""malware:QakBot"", ""port:995""]",c2,active,c2_ip
2023-03-03T16:59:41.502Z,190.141.133.204,ip,"[""Version-QAKBOT""]",c2,active,c2_ip
2023-03-03T16:59:41.475Z,45.243.201.24,ip,"[""Version-QAKBOT""]",c2,active,c2_ip
2023-03-02T23:16:57.430Z,86.151.244.117,ip,"[""hostname:host86-151-244-117.range86-151.btcentralplus.com"", ""malware:QakBot"", ""port:443""]",c2,active,c2_ip
2023-03-02T23:16:57.352Z,82.212.115.116,ip,"[""hostname:null"", ""malware:QakBot"", ""port:443""]",c2,active,c2_ip
2023-03-02T23:16:57.309Z,81.157.206.138,ip,"[""hostname:host81-157-206-138.range81-157.btcentralplus.com"", ""malware:QakBot"", ""port:2222""]",c2,active,c2_ip
2023-03-02T23:16:57.264Z,78.192.109.105,ip,"[""hostname:ner95-1-78-192-109-105.fbxo.proxad.net"", ""malware:QakBot"", ""port:2222""]",c2,active,c2_ip
2023-03-02T23:16:57.231Z,70.27.163.177,ip,"[""hostname:bras-base-okvlon0102w-grc-67-70-27-163-177.dsl.bell.ca"", ""malware:QakBot"", ""port:2222""]",c2,active,c2_ip
2023-03-02T23:16:57.193Z,66.35.125.42,ip,"[""hostname:42.125.35.66.nvc.net"", ""malware:QakBot"", ""port:2222""]",c2,active,c2_ip
2023-03-02T23:16:57.120Z,64.237.212.162,ip,"[""hostname:adsl-64-237-212-162.prtc.net"", ""malware:QakBot"", ""port:443""]",c2,active,c2_ip
2023-03-02T23:16:57.081Z,47.203.229.168,ip,"[""hostname:null"", ""malware:QakBot"", ""port:443""]",c2,active,c2_ip
2023-03-02T23:16:57.044Z,31.53.29.205,ip,"[""hostname:host31-53-29-205.range31-53.btcentralplus.com"", ""malware:QakBot"", ""port:2222""]",c2,active,c2_ip
2023-03-02T23:16:57.001Z,212.70.98.183,ip,"[""hostname:null"", ""malware:QakBot"", ""port:2222""]",c2,active,c2_ip
2023-03-02T23:16:56.965Z,201.130.119.176,ip,"[""hostname:201.130.119.176.dsl.dyn.telnor.net"", ""malware:QakBot"", ""port:443""]",c2,active,c2_ip
2023-03-02T23:16:56.886Z,190.141.133.204,ip,"[""hostname:null"", ""malware:QakBot"", ""port:443""]",c2,active,c2_ip
2023-03-02T23:16:56.849Z,190.11.198.73,ip,"[""hostname:host73.190-11-198.nodosud.com.ar"", ""malware:QakBot"", ""port:443""]",c2,active,c2_ip
2023-03-02T23:16:56.808Z,187.199.238.208,ip,"[""hostname:dsl-187-199-238-208-dyn.prod-infinitum.com.mx"", ""malware:QakBot"", ""port:32103""]",c2,active,c2_ip
2023-03-02T23:16:56.770Z,184.176.110.61,ip,"[""hostname:ip184-176-110-61.ph.ph.cox.net"", ""malware:QakBot"", ""port:61202""]",c2,active,c2_ip
2023-03-02T23:16:56.731Z,184.174.138.70,ip,"[""hostname:host-184-174-138-70.MIDOLT1.epbfi.com"", ""malware:QakBot"", ""port:2222""]",c2,active,c2_ip
2023-03-02T23:16:56.621Z,109.218.13.132,ip,"[""hostname:arennes-653-1-238-132.w109-218.abo.wanadoo.fr"", ""malware:QakBot"", ""port:2222""]",c2,active,c2_ip
2023-03-02T23:16:56.579Z,109.158.144.102,ip,"[""hostname:host109-158-144-102.range109-158.btcentralplus.com"", ""malware:QakBot"", ""port:995""]",c2,active,c2_ip
2023-03-02T19:21:59.565Z,116.74.164.176,ip,"[""39778"", ""#qakbot"", ""#qbot"", ""[IR-2][PIR-1]"", ""executemalware"", ""https://twitter.com/executemalware/status/1631440251297181696"", ""https://twitter.com/pr0xylife/status/1631372782087880704"", ""https://twitter.com/pr0xylife/status/1631452700238807041"", ""Pinkslipbot"", ""pr0xylife"", ""Qbot"", ""QuackBot"", ""soc-39778""]",phish,active,phish_ip
2023-03-02T19:21:59.507Z,212.70.98.183,ip,"[""39778"", ""#qakbot"", ""#qbot"", ""[IR-2][PIR-1]"", ""executemalware"", ""https://twitter.com/executemalware/status/1631440251297181696"", ""https://twitter.com/pr0xylife/status/1631372782087880704"", ""https://twitter.com/pr0xylife/status/1631452700238807041"", ""Pinkslipbot"", ""pr0xylife"", ""Qbot"", ""QuackBot"", ""soc-39778""]",phish,active,phish_ip
2023-03-02T19:21:59.487Z,74.58.71.237,ip,"[""39778"", ""#qakbot"", ""#qbot"", ""[IR-2][PIR-1]"", ""executemalware"", ""https://twitter.com/executemalware/status/1631440251297181696"", ""https://twitter.com/pr0xylife/status/1631372782087880704"", ""https://twitter.com/pr0xylife/status/1631452700238807041"", ""Pinkslipbot"", ""pr0xylife"", ""Qbot"", ""QuackBot"", ""soc-39778""]",phish,active,phish_ip
2023-03-02T19:21:59.441Z,201.130.119.176,ip,"[""39778"", ""#qakbot"", ""#qbot"", ""[IR-2][PIR-1]"", ""executemalware"", ""https://twitter.com/executemalware/status/1631440251297181696"", ""https://twitter.com/pr0xylife/status/1631372782087880704"", ""https://twitter.com/pr0xylife/status/1631452700238807041"", ""Pinkslipbot"", ""pr0xylife"", ""Qbot"", ""QuackBot"", ""soc-39778""]",phish,active,phish_ip
2023-03-02T19:21:59.420Z,109.218.13.132,ip,"[""39778"", ""#qakbot"", ""#qbot"", ""[IR-2][PIR-1]"", ""executemalware"", ""https://twitter.com/executemalware/status/1631440251297181696"", ""https://twitter.com/pr0xylife/status/1631372782087880704"", ""https://twitter.com/pr0xylife/status/1631452700238807041"", ""Pinkslipbot"", ""pr0xylife"", ""Qbot"", ""QuackBot"", ""soc-39778""]",phish,active,phish_ip
2023-03-02T19:21:59.364Z,86.152.112.216,ip,"[""39778"", ""#qakbot"", ""#qbot"", ""[IR-2][PIR-1]"", ""executemalware"", ""https://twitter.com/executemalware/status/1631440251297181696"", ""https://twitter.com/pr0xylife/status/1631372782087880704"", ""https://twitter.com/pr0xylife/status/1631452700238807041"", ""Pinkslipbot"", ""pr0xylife"", ""Qbot"", ""QuackBot"", ""soc-39778""]",phish,active,phish_ip
